NUMERO FACTURA CLIENTE;CONCEPTO;CLIENTE;PROVINCIA;SECTOR;IMPORTE CLIENTE;FECHA FACTURA CLIENTE;PAGADA CLIENTE;PROVEEDOR;ZONA;TIPO;IMPORTE PROVEEDOR
706;FORMACION;CLIENTE-0006;BARCELONA;BANCA; 120,00 € ;10/01/2020;SI;PROV-001;ZONA 1;EXTERNO; 36,00 € 
707;CONSULTORIA;CLIENTE-0007;BARCELONA;BANCA; 300,00 € ;24/11/2020;SI;PROV-002;ZONA 1;EXTERNO; 90,00 € 
708;DESARROLLO;CLIENTE-0008;ALICANTE;METAL; 350,00 € ;15/03/2020;SI;PROV-001;ZONA 1;EXTERNO; 105,00 € 
709;PROYECTO;CLIENTE-0009;ALICANTE;CONSTRUCCION; 300,00 € ;03/07/2021;SI;PROV-005;ZONA 2;INTERNO; 90,00 € 
710;EQUIPOS;CLIENTE-0010;MADRID;BANCA; 120,00 € ;25/12/2021;SI;PROV-003;ZONA 2;INTERNO; 36,00 € 
711;CONSULTORIA;CLIENTE-0001;MADRID;METAL; 150,00 € ;24/04/2020;SI;PROV-005;ZONA 2;INTERNO; 45,00 € 
712;DESARROLLO;CLIENTE-0010;MADRID;BANCA; 1.200,00 € ;20/02/2019;SI;PROV-005;ZONA 2;INTERNO; 360,00 € 
713;PROYECTO;CLIENTE-0001;MADRID;METAL; 800,00 € ;23/07/2021;NO;PROV-003;ZONA 2;INTERNO; 240,00 € 
714;EQUIPOS;CLIENTE-0002;ALICANTE;CONSTRUCCION; 750,00 € ;31/10/2021;NO;PROV-005;ZONA 2;INTERNO; 225,00 € 
715;PROGRAMA;CLIENTE-0003;MADRID;CONSTRUCCION; 4.500,00 € ;21/06/2020;NO;PROV-003;ZONA 2;INTERNO; 1.350,00 € 
716;FORMACION;CLIENTE-0004;MADRID;CONSTRUCCION; 500,00 € ;11/03/2020;NO;PROV-005;ZONA 2;INTERNO; 150,00 € 
717;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 750,00 € ;04/12/2020;NO;PROV-005;ZONA 2;INTERNO; 225,00 € 
718;DESARROLLO;CLIENTE-0006;BARCELONA;BANCA; 950,00 € ;06/07/2021;NO;PROV-003;ZONA 2;INTERNO; 285,00 € 
719;PROYECTO;CLIENTE-0007;BARCELONA;BANCA; 680,00 € ;10/10/2021;SI;PROV-001;ZONA 1;EXTERNO; 204,00 € 
720;EQUIPOS;CLIENTE-0008;ALICANTE;METAL; 950,00 € ;02/12/2019;SI;PROV-002;ZONA 1;EXTERNO; 285,00 € 
721;PROGRAMA;CLIENTE-0009;ALICANTE;CONSTRUCCION; 1.500,00 € ;15/02/2019;SI;PROV-001;ZONA 1;EXTERNO; 450,00 € 
722;FORMACION;CLIENTE-0010;MADRID;BANCA; 5.000,00 € ;23/04/2019;SI;PROV-004;ZONA 1;EXTERNO; 1.500,00 € 
723;CONSULTORIA;CLIENTE-0001;MADRID;METAL; 6.500,00 € ;03/11/2019;SI;PROV-004;ZONA 1;EXTERNO; 1.950,00 € 
724;DESARROLLO;CLIENTE-0010;MADRID;BANCA; 1.200,00 € ;16/02/2019;SI;PROV-004;ZONA 1;EXTERNO; 360,00 € 
725;PROYECTO;CLIENTE-0001;MADRID;METAL; 800,00 € ;02/06/2019;SI;PROV-004;ZONA 1;EXTERNO; 240,00 € 
726;EQUIPOS;CLIENTE-0002;ALICANTE;CONSTRUCCION; 750,00 € ;20/11/2021;SI;PROV-004;ZONA 1;EXTERNO; 225,00 € 
727;PROGRAMA;CLIENTE-0003;MADRID;CONSTRUCCION; 4.500,00 € ;16/03/2021;SI;PROV-005;ZONA 2;INTERNO; 1.350,00 € 
728;FORMACION;CLIENTE-0004;MADRID;CONSTRUCCION; 500,00 € ;16/02/2021;SI;PROV-003;ZONA 2;INTERNO; 150,00 € 
729;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 750,00 € ;08/01/2019;SI;PROV-005;ZONA 2;INTERNO; 225,00 € 
730;DESARROLLO;CLIENTE-0006;BARCELONA;BANCA; 300,00 € ;12/01/2021;SI;PROV-005;ZONA 2;INTERNO; 90,00 € 
731;DESARROLLO;CLIENTE-0007;BARCELONA;BANCA; 350,00 € ;05/02/2019;SI;PROV-003;ZONA 2;INTERNO; 105,00 € 
732;PROYECTO;CLIENTE-0008;ALICANTE;METAL; 8.500,00 € ;20/07/2021;SI;PROV-005;ZONA 2;INTERNO; 2.550,00 € 
733;EQUIPOS;CLIENTE-0009;ALICANTE;CONSTRUCCION; 1.200,00 € ;13/01/2021;SI;PROV-003;ZONA 2;INTERNO; 360,00 € 
734;PROGRAMA;CLIENTE-0010;MADRID;BANCA; 300,00 € ;06/02/2020;SI;PROV-005;ZONA 2;INTERNO; 90,00 € 
735;FORMACION;CLIENTE-0004;MADRID;CONSTRUCCION; 200,00 € ;15/04/2020;SI;PROV-005;ZONA 2;INTERNO; 60,00 € 
736;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 150,00 € ;06/10/2020;SI;PROV-003;ZONA 2;INTERNO; 45,00 € 
737;DESARROLLO;CLIENTE-0005;BARCELONA;METAL; 120,00 € ;20/04/2021;SI;PROV-001;ZONA 1;EXTERNO; 36,00 € 
738;PROYECTO;CLIENTE-0006;BARCELONA;BANCA; 300,00 € ;07/01/2019;SI;PROV-002;ZONA 1;EXTERNO; 90,00 € 
739;EQUIPOS;CLIENTE-0007;BARCELONA;BANCA; 350,00 € ;13/06/2019;SI;PROV-001;ZONA 1;EXTERNO; 105,00 € 
740;PROGRAMA;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;18/12/2020;NO;PROV-005;ZONA 2;INTERNO; 90,00 € 
741;FORMACION;CLIENTE-0006;BARCELONA;BANCA; 120,00 € ;20/06/2019;NO;PROV-003;ZONA 2;INTERNO; 36,00 € 
742;CONSULTORIA;CLIENTE-0007;BARCELONA;BANCA; 150,00 € ;19/05/2021;NO;PROV-005;ZONA 2;INTERNO; 37,50 € 
743;DESARROLLO;CLIENTE-0003;MADRID;CONSTRUCCION; 1.200,00 € ;21/04/2019;NO;PROV-005;ZONA 2;INTERNO; 300,00 € 
744;PROYECTO;CLIENTE-0004;MADRID;CONSTRUCCION; 800,00 € ;17/09/2019;NO;PROV-003;ZONA 2;INTERNO; 200,00 € 
745;EQUIPOS;CLIENTE-0005;BARCELONA;METAL; 750,00 € ;23/09/2019;NO;PROV-005;ZONA 2;INTERNO; 187,50 € 
746;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 4.500,00 € ;26/07/2020;NO;PROV-003;ZONA 2;INTERNO; 1.125,00 € 
747;DESARROLLO;CLIENTE-0006;BARCELONA;BANCA; 500,00 € ;21/08/2019;SI;PROV-005;ZONA 2;INTERNO; 125,00 € 
748;PROYECTO;CLIENTE-0007;BARCELONA;BANCA; 750,00 € ;17/09/2020;SI;PROV-005;ZONA 2;INTERNO; 187,50 € 
749;EQUIPOS;CLIENTE-0008;ALICANTE;METAL; 950,00 € ;21/10/2021;SI;PROV-003;ZONA 2;INTERNO; 237,50 € 
750;PROGRAMA;CLIENTE-0009;ALICANTE;CONSTRUCCION; 680,00 € ;17/11/2020;SI;PROV-001;ZONA 1;EXTERNO; 170,00 € 
751;FORMACION;CLIENTE-0010;MADRID;BANCA; 950,00 € ;06/10/2021;SI;PROV-002;ZONA 1;EXTERNO; 237,50 € 
752;CONSULTORIA;CLIENTE-0001;MADRID;METAL; 1.500,00 € ;07/09/2019;SI;PROV-001;ZONA 1;EXTERNO; 600,00 € 
753;DESARROLLO;CLIENTE-0010;MADRID;BANCA; 5.000,00 € ;26/05/2019;SI;PROV-004;ZONA 1;EXTERNO; 2.000,00 € 
754;PROYECTO;CLIENTE-0001;MADRID;METAL; 6.500,00 € ;11/01/2019;SI;PROV-004;ZONA 1;EXTERNO; 2.600,00 € 
755;EQUIPOS;CLIENTE-0002;ALICANTE;CONSTRUCCION; 8.500,00 € ;07/03/2020;NO;PROV-004;ZONA 1;EXTERNO; 3.400,00 € 
756;PROGRAMA;CLIENTE-0003;MADRID;CONSTRUCCION; 1.200,00 € ;05/02/2019;NO;PROV-005;ZONA 2;INTERNO; 480,00 € 
757;PROYECTO;CLIENTE-0004;MADRID;CONSTRUCCION; 300,00 € ;21/02/2021;NO;PROV-003;ZONA 2;INTERNO; 120,00 € 
758;EQUIPOS;CLIENTE-0005;BARCELONA;METAL; 200,00 € ;08/02/2020;NO;PROV-005;ZONA 2;INTERNO; 80,00 € 
759;PROGRAMA;CLIENTE-0006;BARCELONA;BANCA; 150,00 € ;21/02/2019;SI;PROV-005;ZONA 2;INTERNO; 60,00 € 
760;FORMACION;CLIENTE-0007;BARCELONA;BANCA; 120,00 € ;11/09/2021;SI;PROV-003;ZONA 2;INTERNO; 48,00 € 
761;CONSULTORIA;CLIENTE-0008;ALICANTE;METAL; 300,00 € ;17/10/2019;SI;PROV-005;ZONA 2;INTERNO; 120,00 € 
762;DESARROLLO;CLIENTE-0009;ALICANTE;CONSTRUCCION; 350,00 € ;25/11/2019;SI;PROV-003;ZONA 2;INTERNO; 157,50 € 
763;PROYECTO;CLIENTE-0010;MADRID;BANCA; 300,00 € ;03/02/2019;SI;PROV-005;ZONA 2;INTERNO; 135,00 € 
764;EQUIPOS;CLIENTE-0004;MADRID;CONSTRUCCION; 120,00 € ;24/01/2020;SI;PROV-005;ZONA 2;INTERNO; 54,00 € 
765;CONSULTORIA;CLIENTE-0005;BARCELONA;METAL; 150,00 € ;12/05/2021;SI;PROV-003;ZONA 2;INTERNO; 67,50 € 
766;DESARROLLO;CLIENTE-0005;BARCELONA;METAL; 8.500,00 € ;25/12/2021;SI;PROV-001;ZONA 1;EXTERNO; 3.825,00 € 
767;PROYECTO;CLIENTE-0006;BARCELONA;BANCA; 1.200,00 € ;12/05/2020;SI;PROV-002;ZONA 1;EXTERNO; 540,00 € 
768;EQUIPOS;CLIENTE-0007;BARCELONA;BANCA; 300,00 € ;17/03/2021;SI;PROV-001;ZONA 1;EXTERNO; 135,00 € 
769;PROGRAMA;CLIENTE-0008;ALICANTE;METAL; 200,00 € ;26/05/2021;SI;PROV-004;ZONA 1;EXTERNO; 90,00 € 
770;FORMACION;CLIENTE-0009;ALICANTE;CONSTRUCCION; 150,00 € ;19/07/2019;SI;PROV-004;ZONA 1;EXTERNO; 67,50 € 
771;CONSULTORIA;CLIENTE-0010;MADRID;BANCA; 120,00 € ;28/04/2019;NO;PROV-004;ZONA 1;EXTERNO; 54,00 € 
772;DESARROLLO;CLIENTE-0001;MADRID;METAL; 300,00 € ;18/06/2021;NO;PROV-004;ZONA 1;EXTERNO; 135,00 € 
773;PROYECTO;CLIENTE-0010;MADRID;BANCA; 350,00 € ;05/10/2019;NO;PROV-004;ZONA 1;EXTERNO; 157,50 € 
774;EQUIPOS;CLIENTE-0001;MADRID;METAL; 300,00 € ;22/01/2019;NO;PROV-005;ZONA 2;INTERNO; 135,00 € 
775;PROGRAMA;CLIENTE-0002;ALICANTE;CONSTRUCCION; 120,00 € ;04/05/2021;NO;PROV-003;ZONA 2;INTERNO; 54,00 € 
776;FORMACION;CLIENTE-0003;MADRID;CONSTRUCCION; 150,00 € ;30/03/2020;NO;PROV-005;ZONA 2;INTERNO; 67,50 € 
777;CONSULTORIA;CLIENTE-0004;MADRID;CONSTRUCCION; 1.200,00 € ;05/03/2019;NO;PROV-005;ZONA 2;INTERNO; 540,00 € 
778;DESARROLLO;CLIENTE-0005;BARCELONA;METAL; 800,00 € ;11/03/2021;SI;PROV-003;ZONA 2;INTERNO; 360,00 € 
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
